"date_farmed","source","scraped_url","d","e","f","g","h","i","j","k","l","post_date","n","job_title","p","job_type","description","s","t","salary","v","w_requirements","x_benefits","y","z","aa_state_province","ab_country","ac_region","business_name","ae_description","af_website","ag","ah","ai_country","company_url"
"04/07/2024","Adzuna","https://www.adzuna.com.au/details/4722685881?title=Special_Education_Needs_Teachers_%26_Teaching_Assistants","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Special Education Needs Teachers & Teaching Assistants","","","","","","","","","","","","VICTORIA, VICTORIA, 3000","Australia","Oceania","","","","","","",""
"04/07/2024","Adzuna","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","","","","","","","","","","","","","","Australia","Oceania","","","","","","",""
"04/07/2024","Adzuna","https://www.adzuna.com.au/details/4417153828?title=Academic_Talent_Community_%E2%80%93_Centre_for_Teaching_and_Learning","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Academic Talent Community – Centre for Teaching and Learning","","","","","","","","","","","","COFFS HARBOUR, GOLD COAST, MULTIPLE LOCATIONS","Australia","Oceania","","","","","","",""
"04/07/2024","Adzuna","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","","","","","","","","","","","","","","Australia","Oceania","","","","","","",""
"04/07/2024","Adzuna","https://www.adzuna.com.au/details/4758794646?title=Research_Officer_-_Reviews%2C_Curriculum%2C_Teaching_and_Learning","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Research Officer - Reviews, Curriculum, Teaching and Learning","","","","","","","","","","","","BRISBANE, STATE OF QUEENSLAND, 4000","Australia","Oceania","QUEENSLAND GOVERNMENT","","","","","","https://www.adzuna.com.au/company/queensland-government"
"04/07/2024","Adzuna","https://www.adzuna.com.au/details/4752394826?title=Research_Officer_-_Reviews%2C_Curriculum%2C_Teaching_and_Learning","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Research Officer - Reviews, Curriculum, Teaching and Learning","","","","","","","","","","","","BRISBANE","Australia","Oceania","QUEENSLAND GOVERNMENT","","","","","","https://www.adzuna.com.au/company/queensland-government"
"04/07/2024","Adzuna","https://www.adzuna.com.au/details/4723013135?title=2024_TAS_Teaching_Positions_%7C_Sydney_Independent_Schools","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","2024 TAS Teaching Positions | Sydney Independent Schools","","","","","","","","","","","","SYDNEY, NEW SOUTH WALES, 2000","Australia","Oceania","","","","","","",""
"04/07/2024","Adzuna","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","","","","","","","","","","","","","","Australia","Oceania","","","","","","",""
"04/07/2024","Adzuna","https://www.adzuna.com.au/details/4751587084?title=Primary_%26_Secondary_Teaching_Vacancies_%7C_Term_3_2024","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Primary & Secondary Teaching Vacancies | Term 3 2024","","","","","","","","","","","","BRISBANE, QUEENSLAND, 4000","Australia","Oceania","","","","","","",""
"04/07/2024","Adzuna","https://www.adzuna.com.au/land/ad/4747865900?se=ZMia_qU57xGCHRa0lqbw3Q&title=Senior_Resident_Medical_Officer_-_Emergency_Medicine&v=B5910DB616D49787579088633293551376F039CF","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Senior Resident Medical Officer - Emergency Medicine","","","","","","","","","","","","CANBERRA & AUSTRALIAN CAPITAL TERRITORY","Australia","Oceania","","","","","","",""
